ID,Promoter,Value,Gene origin,Gene.origin.1,Gene type,Cell type ,Experiment
1517,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1518,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1519,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1520,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1521,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1522,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1523,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1524,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1525,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1526,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1527,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1528,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1529,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1530,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1531,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1532,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1533,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1534,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1535,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1536,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1537,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1538,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1539,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1540,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1541,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1542,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1543,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1544,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1545,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1546,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1547,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1548,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1549,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1550,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1551,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1552,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1553,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1554,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1555,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1556,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1557,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1558,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1559,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1560,AbU6.955,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1561,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1562,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1563,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1564,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1565,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1566,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1567,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1568,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1569,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1570,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1571,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1572,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1573,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1574,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1575,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1576,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1577,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1578,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1579,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1580,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1581,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1582,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1583,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1584,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1585,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1586,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1587,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1588,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1589,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1590,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1591,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1592,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1593,AbU6.956,6.208069292,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1594,AbU6.956,4.847754664,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1595,AbU6.956,5.241779686,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1596,AbU6.956,4.975494522,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1597,AbU6.956,6.199129405,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1598,AbU6.956,6.706415458,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1599,AbU6.956,7.20735342,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1600,AbU6.956,7.20428857,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1601,AbU6.956,3.823435583,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1602,AbU6.956,2.683041378,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1603,AbU6.956,2.483815429,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1604,AbU6.956,1.979690641,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1605,AbU6.956,2.683666623,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1606,AbU6.956,2.609861637,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1607,AbU6.956,2.788908759,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1608,AbU6.956,4.294601227,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1609,AbU6.956,30.6517737,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1610,AbU6.956,24.31845566,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1611,AbU6.956,17.87025994,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1612,AbU6.956,23.18487768,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1613,AbU6.956,16.57214067,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1614,AbU6.956,16.23925076,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1615,AbU6.956,14.38484404,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1616,AbU6.956,15.50391437,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1617,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1618,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1619,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1620,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1621,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1622,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1623,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1624,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1625,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1626,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1627,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1628,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1629,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1630,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1631,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1632,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1633,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1634,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1635,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1636,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1637,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1638,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1639,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1640,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1641,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1642,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1643,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1644,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1645,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1646,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1647,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1648,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1649,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1650,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1651,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1652,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1653,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1654,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1655,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1656,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1657,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1658,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1659,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1660,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1661,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1662,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1663,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1664,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1665,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1666,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1667,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1668,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1669,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1670,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1671,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1672,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1673,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1674,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1675,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1676,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1677,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1678,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1679,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1680,AbU6.956,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1681,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1682,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1683,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1684,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1685,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1686,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1687,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1688,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,1
1689,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1690,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1691,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1692,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1693,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1694,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1695,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1696,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,2
1697,AbU6.957,11.32069604,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1698,AbU6.957,10.58509251,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1699,AbU6.957,8.151725991,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1700,AbU6.957,6.063222026,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1701,AbU6.957,10.05302203,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1702,AbU6.957,7.55387489,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1703,AbU6.957,8.01076652,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1704,AbU6.957,10.13778855,Ae.albopictus,Ae.albopictus,U6,Aag2,3
1705,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1706,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1707,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1708,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1709,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1710,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1711,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1712,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,4
1713,AbU6.957,3.973902132,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1714,AbU6.957,3.75818552,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1715,AbU6.957,5.3047557,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1716,AbU6.957,4.637276429,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1717,AbU6.957,4.431968463,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1718,AbU6.957,4.978256589,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1719,AbU6.957,3.900398282,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1720,AbU6.957,4.194171602,Ae.albopictus,Ae.albopictus,U6,Aag2,5
1721,AbU6.957,7.767269286,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1722,AbU6.957,2.950985511,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1723,AbU6.957,4.060039159,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1724,AbU6.957,3.469735022,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1725,AbU6.957,5.117570813,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1726,AbU6.957,3.819964757,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1727,AbU6.957,3.676296828,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1728,AbU6.957,6.523369012,Ae.albopictus,Ae.albopictus,U6,Aag2,6
1729,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1730,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1731,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1732,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1733,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1734,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1735,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1736,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,7
1737,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1738,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1739,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1740,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1741,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1742,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1743,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1744,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,8
1745,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1746,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1747,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1748,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1749,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1750,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1751,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1752,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,9
1753,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1754,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1755,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1756,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1757,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1758,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1759,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1760,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,10
1761,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1762,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1763,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1764,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1765,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1766,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1767,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1768,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,11
1769,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1770,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1771,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1772,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1773,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1774,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1775,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1776,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,12
1777,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1778,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1779,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1780,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1781,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1782,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1783,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1784,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,13
1785,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1786,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1787,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1788,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1789,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1790,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1791,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1792,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,14
1793,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1794,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1795,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1796,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1797,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1798,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1799,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1800,AbU6.957,NA,Ae.albopictus,Ae.albopictus,U6,Aag2,15
1801,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,1
1802,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,1
1803,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,1
1804,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,1
1805,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,1
1806,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,1
1807,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,1
1808,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,1
1809,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,2
1810,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,2
1811,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,2
1812,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,2
1813,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,2
1814,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,2
1815,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,2
1816,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,2
1817,Ab7SK,14.71035242,Ae.albopictus,Ae.albopictus,7SK,Aag2,3
1818,Ab7SK,15.92371806,Ae.albopictus,Ae.albopictus,7SK,Aag2,3
1819,Ab7SK,16.14926872,Ae.albopictus,Ae.albopictus,7SK,Aag2,3
1820,Ab7SK,12.29501322,Ae.albopictus,Ae.albopictus,7SK,Aag2,3
1821,Ab7SK,15.20528634,Ae.albopictus,Ae.albopictus,7SK,Aag2,3
1822,Ab7SK,12.37046696,Ae.albopictus,Ae.albopictus,7SK,Aag2,3
1823,Ab7SK,17.55402643,Ae.albopictus,Ae.albopictus,7SK,Aag2,3
1824,Ab7SK,28.83035242,Ae.albopictus,Ae.albopictus,7SK,Aag2,3
1825,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,4
1826,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,4
1827,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,4
1828,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,4
1829,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,4
1830,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,4
1831,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,4
1832,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,4
1833,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,5
1834,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,5
1835,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,5
1836,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,5
1837,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,5
1838,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,5
1839,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,5
1840,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,5
1841,Ab7SK,7.871446286,Ae.albopictus,Ae.albopictus,7SK,Aag2,6
1842,Ab7SK,7.496582692,Ae.albopictus,Ae.albopictus,7SK,Aag2,6
1843,Ab7SK,7.894632554,Ae.albopictus,Ae.albopictus,7SK,Aag2,6
1844,Ab7SK,8.028578515,Ae.albopictus,Ae.albopictus,7SK,Aag2,6
1845,Ab7SK,6.338146456,Ae.albopictus,Ae.albopictus,7SK,Aag2,6
1846,Ab7SK,13.10488187,Ae.albopictus,Ae.albopictus,7SK,Aag2,6
1847,Ab7SK,11.5067315,Ae.albopictus,Ae.albopictus,7SK,Aag2,6
1848,Ab7SK,15.9463647,Ae.albopictus,Ae.albopictus,7SK,Aag2,6
1849,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,7
1850,Ab7SK,NA,Ae.albopictus,Ae.albopictus,7SK,Aag2,7
